task,model_name,target_day,business_day,ds,hour_business,period,y_pred,y_true,age_days,day_gate
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-27 13:00:00,13,9_16,38.28377817608307,-23.0,28,0.3275862068965517
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-27 14:00:00,14,9_16,121.65002908610836,1.0,28,0.3275862068965517
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-27 16:00:00,16,9_16,296.1552024810489,355.0,28,0.3275862068965517
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-27 07:00:00,7,1_8,343.7445568955948,367.5,28,0.3275862068965517
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-27 09:00:00,9,9_16,318.1654040655338,416.25,28,0.3275862068965517
dayahead,timemixer,2026-01-27,2026-01-27,2026-01-27 01:00:00,1,1_8,341.9628295898437,367.5,28,0.3275862068965517
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-27 17:00:00,17,17_24,390.75099073695793,435.84,28,0.3275862068965517
dayahead,timemixer,2026-01-27,2026-01-27,2026-01-27 10:00:00,10,9_16,95.81607055664062,300.0,28,0.3275862068965517
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-27 19:00:00,19,17_24,393.9599628585975,442.91,28,0.3275862068965517
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-27 20:00:00,20,17_24,370.26991917349176,421.5,28,0.3275862068965517
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-27 21:00:00,21,17_24,382.2313576051077,417.57,28,0.3275862068965517
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-27 22:00:00,22,17_24,387.5810918683864,401.79,28,0.3275862068965517
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-27 23:00:00,23,17_24,390.1300503175046,397.5,28,0.3275862068965517
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-28 00:00:00,24,17_24,390.9221139611923,387.0,28,0.3275862068965517
dayahead,timemixer,2026-01-27,2026-01-27,2026-01-27 09:00:00,9,9_16,244.94189453125,416.25,28,0.3275862068965517
dayahead,timemixer,2026-01-27,2026-01-27,2026-01-27 02:00:00,2,1_8,347.9185485839844,355.0,28,0.3275862068965517
dayahead,timemixer,2026-01-27,2026-01-27,2026-01-27 03:00:00,3,1_8,337.8285522460937,368.62,28,0.3275862068965517
dayahead,timemixer,2026-01-27,2026-01-27,2026-01-27 04:00:00,4,1_8,332.9408264160156,374.82,28,0.3275862068965517
dayahead,timemixer,2026-01-27,2026-01-27,2026-01-27 05:00:00,5,1_8,323.8872375488281,355.0,28,0.3275862068965517
dayahead,timemixer,2026-01-27,2026-01-27,2026-01-27 06:00:00,6,1_8,333.81512451171875,355.0,28,0.3275862068965517
